CODIGODEBARRAS,NOMBRE,PRESENTACION,MARCA,UNIDADDEMEDIDA,ESPECIFICACIONEMPACADO,CATEGORIA;;;;;;;,;,DEC;PRECIOUNITARIO;,;CANTIDAD;,;CANTIDADRECOMPRA;,;NIVELREORDEN;,;,DEC;PRECIOUNIDADEMEDIDA;,;IDSUCURSAL;,;CODIGODEBARRAS,NOMBRE,PRESENTACION,MARCA,UNIDADDEMEDIDA,ESPECIFICACIONEMPACADO,CATEGORIA,PRECIOUNITARIO,DEC,CANTIDAD,CANTIDADRECOMPRA,NIVELREORDEN,PRECIOUNIDADEMEDIDA,DEC,IDSUCURSAL,
"c8j3q4f5m4,""Veal - Brisket, Provimi, Bone - In"",Botella Vidrio,Jazzy,cm3,nisl,544";;;;;;;,;;15585,05363;,;23;,;51;,;5;,;;38,96263408;,;575;,;"c8j3q4f5m4,""Veal - Brisket, Provimi, Bone - In"",Botella Vidrio,Jazzy,cm3,nisl,544,15585,05363,23,51,5,38,96263408,575,"
"h6v2t9g6l3,""Peas - Pigeon, Dry"",Canasta,Skyvu,gr,pede,545";;;;;;;,;;42435,8719;,;9;,;23;,;28;,;;106,0896797;,;185;,;"h6v2t9g6l3,""Peas - Pigeon, Dry"",Canasta,Skyvu,gr,pede,545,42435,8719,9,23,28,106,0896797,185,"
e2w2k8q3d3,Rice - Jasmine Sented,Caja,Thoughtblab,cm3,aenean auctor,546;;;;;;;,;;29262,41795;,;9;,;23;,;44;,;;73,15604486;,;438;,;e2w2k8q3d3,Rice - Jasmine Sented,Caja,Thoughtblab,cm3,aenean auctor,546,29262,41795,9,23,44,73,15604486,438,
j2y4j1x1i1,Island Oasis - Wildberry,Regalo,Reallinks,gr,sit,547;;;;;;;,;;2379,261401;,;10;,;25;,;34;,;;5,948153503;,;564;,;j2y4j1x1i1,Island Oasis - Wildberry,Regalo,Reallinks,gr,sit,547,2379,261401,10,25,34,5,948153503,564,
k5s8z3e6v2,Pike - Frozen Fillet,Paquete,Dynabox,cm3,diam in,548;;;;;;;,;;2664,465025;,;19;,;42;,;6;,;;6,661162562;,;376;,;k5s8z3e6v2,Pike - Frozen Fillet,Paquete,Dynabox,cm3,diam in,548,2664,465025,19,42,6,6,661162562,376,
"s0k0q1q4t1,""Sauce - Gravy, Au Jus, Mix"",Botella,Oozz,cm3,quis,549";;;;;;;,;;9756,947099;,;21;,;48;,;20;,;;24,39236775;,;263;,;"s0k0q1q4t1,""Sauce - Gravy, Au Jus, Mix"",Botella,Oozz,cm3,quis,549,9756,947099,21,48,20,24,39236775,263,"
v2k2w9t0q6,Watercress,Paquete,Eire,cm3,duis,550;;;;;;;,;;1499,739354;,;22;,;49;,;6;,;;3,749348385;,;736;,;v2k2w9t0q6,Watercress,Paquete,Eire,cm3,duis,550,1499,739354,22,49,6,3,749348385,736,
"a9h4h2y0z3,""Lentils - Red, Dry"",Paquete,Omba,gr,sagittis,551";;;;;;;,;;1476,659725;,;5;,;15;,;19;,;;3,691649313;,;482;,;"a9h4h2y0z3,""Lentils - Red, Dry"",Paquete,Omba,gr,sagittis,551,1476,659725,5,15,19,3,691649313,482,"
n6q0e0i5c6,Ecolab Crystal Fusion,Paquete,Meeveo,cm3,pharetra magna,552;;;;;;;,;;68706,6212;,;33;,;72;,;18;,;;171,766553;,;490;,;n6q0e0i5c6,Ecolab Crystal Fusion,Paquete,Meeveo,cm3,pharetra magna,552,68706,6212,33,72,18,171,766553,490,
i8d5d8i3y4,Quail - Jumbo Boneless,Bolsa,Quimba,cm3,quisque arcu,553;;;;;;;,;;1370,915747;,;42;,;89;,;46;,;;3,427289368;,;600;,;i8d5d8i3y4,Quail - Jumbo Boneless,Bolsa,Quimba,cm3,quisque arcu,553,1370,915747,42,89,46,3,427289368,600,
d9c9p4l8d0,Glucose,Canasta,Nlounge,gr,mauris non,554;;;;;;;,;;2453,603899;,;19;,;42;,;36;,;;6,134009749;,;618;,;d9c9p4l8d0,Glucose,Canasta,Nlounge,gr,mauris non,554,2453,603899,19,42,36,6,134009749,618,
r7n3o5h1k0,Appetizer - Tarragon Chicken,Botella Vidrio,Gabspot,cm3,fusce,555;;;;;;;,;;3854,09383;,;43;,;90;,;43;,;;9,635234576;,;556;,;r7n3o5h1k0,Appetizer - Tarragon Chicken,Botella Vidrio,Gabspot,cm3,fusce,555,3854,09383,43,90,43,9,635234576,556,
w3x1x1y7x9,Mushroom - Crimini,Botella Vidrio,Edgetag,cm3,proin,556;;;;;;;,;;38621;,;17;,;38;,;41;,;;96,55250001;,;390;,;w3x1x1y7x9,Mushroom - Crimini,Botella Vidrio,Edgetag,cm3,proin,556,38621,17,38,41,96,55250001,390,
g6g4o0p4s2,Compound - Orange,Botella Plastica,Kamba,cm3,orci,557;;;;;;;,;;60646,16482;,;5;,;15;,;26;,;;151,6154121;,;778;,;g6g4o0p4s2,Compound - Orange,Botella Plastica,Kamba,cm3,orci,557,60646,16482,5,15,26,151,6154121,778,
g1b9j6v8r3,Ham - Cooked,Botella,Divanoodle,cm3,libero,558;;;;;;;,;;12710,74479;,;0;,;6;,;20;,;;31,77686197;,;189;,;g1b9j6v8r3,Ham - Cooked,Botella,Divanoodle,cm3,libero,558,12710,74479,0,6,20,31,77686197,189,
e1a6k7c8f4,Caviar - Salmon,Paquete,Photobean,gr,rutrum,559;;;;;;;,;;59619,59372;,;8;,;21;,;6;,;;149,0489843;,;448;,;e1a6k7c8f4,Caviar - Salmon,Paquete,Photobean,gr,rutrum,559,59619,59372,8,21,6,149,0489843,448,
p5v4h5z7m0,Table Cloth 62x120 Colour,Paquete,Lazzy,gr,faucibus cursus,560;;;;;;;,;;15561,56211;,;35;,;75;,;40;,;;38,90390529;,;169;,;p5v4h5z7m0,Table Cloth 62x120 Colour,Paquete,Lazzy,gr,faucibus cursus,560,15561,56211,35,75,40,38,90390529,169,
b3f5h2w7u3,Smirnoff Green Apple Twist,Paquete,Trilith,cm3,in sapien,561;;;;;;;,;;34586,46858;,;11;,;26;,;17;,;;86,46617146;,;808;,;b3f5h2w7u3,Smirnoff Green Apple Twist,Paquete,Trilith,cm3,in sapien,561,34586,46858,11,26,17,86,46617146,808,
m6w6k5e9k2,Tofu - Soft,Tela,Ooba,gr,dis,562;;;;;;;,;;57239,85295;,;6;,;17;,;46;,;;143,0996324;,;898;,;m6w6k5e9k2,Tofu - Soft,Tela,Ooba,gr,dis,562,57239,85295,6,17,46,143,0996324,898,
k0u1k6k2d1,Beets - Mini Golden,Paquete,Edgetag,cm3,ullamcorper augue,563;;;;;;;,;;55968,88125;,;41;,;86;,;2;,;;139,9222031;,;831;,;k0u1k6k2d1,Beets - Mini Golden,Paquete,Edgetag,cm3,ullamcorper augue,563,55968,88125,41,86,2,139,9222031,831,
a6c7v9t4y3,Banana Turning,Bolsa,Skimia,gr,ultrices aliquet,564;;;;;;;,;;47507,61646;,;40;,;86;,;41;,;;118,7690412;,;645;,;a6c7v9t4y3,Banana Turning,Bolsa,Skimia,gr,ultrices aliquet,564,47507,61646,40,86,41,118,7690412,645,
"u8y6r7q9g1,""Bread - Bagels, Mini"",Canasta,Voolia,cm3,odio justo,565";;;;;;;,;;97831,43693;,;35;,;75;,;6;,;;244,5785923;,;528;,;"u8y6r7q9g1,""Bread - Bagels, Mini"",Canasta,Voolia,cm3,odio justo,565,97831,43693,35,75,6,244,5785923,528,"
h5n1o3u6w0,Bread Base - Gold Formel,Botella Vidrio,Linklinks,cm3,mattis egestas,566;;;;;;;,;;25704,77503;,;49;,;103;,;30;,;;64,26193758;,;41;,;h5n1o3u6w0,Bread Base - Gold Formel,Botella Vidrio,Linklinks,cm3,mattis egestas,566,25704,77503,49,103,30,64,26193758,41,
k5q7q6m4j1,Cheese - Taleggio D.o.p.,Botella,Dazzlesphere,gr,in,567;;;;;;;,;;74431,55086;,;31;,;67;,;10;,;;186,0788772;,;684;,;k5q7q6m4j1,Cheese - Taleggio D.o.p.,Botella,Dazzlesphere,gr,in,567,74431,55086,31,67,10,186,0788772,684,
c5l5j2h4m4,Muffin Hinge Container 6,Botella Vidrio,Livepath,cm3,vestibulum,568;;;;;;;,;;23505,83663;,;16;,;37;,;32;,;;58,76459158;,;653;,;c5l5j2h4m4,Muffin Hinge Container 6,Botella Vidrio,Livepath,cm3,vestibulum,568,23505,83663,16,37,32,58,76459158,653,
y0a7m9e3w2,Ham - Virginia,Bolsa,Tagfeed,gr,ornare consequat,569;;;;;;;,;;50031,4677;,;40;,;86;,;3;,;;125,0786692;,;353;,;y0a7m9e3w2,Ham - Virginia,Bolsa,Tagfeed,gr,ornare consequat,569,50031,4677,40,86,3,125,0786692,353,
y0t0q5v4h1,Watercress,Paquete,Pixope,cm3,vestibulum sagittis,570;;;;;;;,;;13516,8306;,;5;,;15;,;48;,;;33,7920765;,;487;,;y0t0q5v4h1,Watercress,Paquete,Pixope,cm3,vestibulum sagittis,570,13516,8306,5,15,48,33,7920765,487,
i4n3l7o7x6,Momiji Oroshi Chili Sauce,Paquete,Twitterworks,gr,quam,571;;;;;;;,;;5258,679518;,;49;,;103;,;19;,;;13,14669879;,;507;,;i4n3l7o7x6,Momiji Oroshi Chili Sauce,Paquete,Twitterworks,gr,quam,571,5258,679518,49,103,19,13,14669879,507,
m4u4m9n7r1,Juice - Cranberry 284ml,Tela,Midel,cm3,morbi vestibulum,572;;;;;;;,;;1627,047504;,;42;,;90;,;46;,;;4,067618759;,;900;,;m4u4m9n7r1,Juice - Cranberry 284ml,Tela,Midel,cm3,morbi vestibulum,572,1627,047504,42,90,46,4,067618759,900,
p4s5h4k3s6,Steampan - Lid For Half Size,Caja,Tanoodle,cm3,dapibus,573;;;;;;;,;;1478,39978;,;6;,;16;,;15;,;;3,695999451;,;51;,;p4s5h4k3s6,Steampan - Lid For Half Size,Caja,Tanoodle,cm3,dapibus,573,1478,39978,6,16,15,3,695999451,51,
g3f7o3n6n3,Island Oasis - Banana Daiquiri,Ancheta,Voomm,gr,dolor,574;;;;;;;,;;2541,532971;,;28;,;60;,;20;,;;6,353832427;,;690;,;g3f7o3n6n3,Island Oasis - Banana Daiquiri,Ancheta,Voomm,gr,dolor,574,2541,532971,28,60,20,6,353832427,690,
n5o1v4i5f8,Savory,Bolsa,Zava,gr,lectus vestibulum,575;;;;;;;,;;16735,18617;,;46;,;98;,;29;,;;41,83796543;,;359;,;n5o1v4i5f8,Savory,Bolsa,Zava,gr,lectus vestibulum,575,16735,18617,46,98,29,41,83796543,359,
"i4f5w0u2h9,""Chestnuts - Whole,canned"",Caja,Quatz,cm3,aliquam lacus,576";;;;;;;,;;35847,401;,;7;,;18;,;27;,;;89,61850251;,;980;,;"i4f5w0u2h9,""Chestnuts - Whole,canned"",Caja,Quatz,cm3,aliquam lacus,576,35847,401,7,18,27,89,61850251,980,"
b5p9h1b5i0,Wine - Black Tower Qr,Canasta,Voonix,cm3,auctor gravida,577;;;;;;;,;;40265,27592;,;16;,;37;,;45;,;;100,6631898;,;57;,;b5p9h1b5i0,Wine - Black Tower Qr,Canasta,Voonix,cm3,auctor gravida,577,40265,27592,16,37,45,100,6631898,57,
g8y8g8e0g8,Lettuce - Radicchio,Paquete,Tambee,gr,nonummy,578;;;;;;;,;;38904,27095;,;33;,;71;,;13;,;;97,26067737;,;129;,;g8y8g8e0g8,Lettuce - Radicchio,Paquete,Tambee,gr,nonummy,578,38904,27095,33,71,13,97,26067737,129,
g3a8b2p6k1,Bacardi Breezer - Strawberry,Regalo,Edgewire,cm3,curae duis,579;;;;;;;,;;23756,04762;,;19;,;44;,;47;,;;59,39011905;,;201;,;g3a8b2p6k1,Bacardi Breezer - Strawberry,Regalo,Edgewire,cm3,curae duis,579,23756,04762,19,44,47,59,39011905,201,
f6h3a3n6j8,Puree - Passion Fruit,Tela,Tagopia,gr,ut odio,580;;;;;;;,;;27221,87358;,;26;,;58;,;35;,;;68,05468395;,;920;,;f6h3a3n6j8,Puree - Passion Fruit,Tela,Tagopia,gr,ut odio,580,27221,87358,26,58,35,68,05468395,920,
o7x7x8j4p9,Wine - Marlbourough Sauv Blanc,Regalo,Blognation,gr,in magna,581;;;;;;;,;;10015,33163;,;42;,;89;,;37;,;;25,03832908;,;291;,;o7x7x8j4p9,Wine - Marlbourough Sauv Blanc,Regalo,Blognation,gr,in magna,581,10015,33163,42,89,37,25,03832908,291,
"b9l0c8u2c2,""Lid - 10,12,16 Oz"",Botella,Viva,gr,sit amet,582";;;;;;;,;;7337,381584;,;34;,;73;,;36;,;;18,34345396;,;871;,;"b9l0c8u2c2,""Lid - 10,12,16 Oz"",Botella,Viva,gr,sit amet,582,7337,381584,34,73,36,18,34345396,871,"
f2j7k0l3w2,Bread - Olive,Botella,Teklist,gr,fermentum donec,583;;;;;;;,;;15199,97313;,;17;,;39;,;3;,;;37,99993283;,;124;,;f2j7k0l3w2,Bread - Olive,Botella,Teklist,gr,fermentum donec,583,15199,97313,17,39,3,37,99993283,124,
m5b7a1h8k0,Onion Powder,Regalo,Devify,cm3,massa,584;;;;;;;,;;13950,25732;,;37;,;79;,;34;,;;34,8756433;,;96;,;m5b7a1h8k0,Onion Powder,Regalo,Devify,cm3,massa,584,13950,25732,37,79,34,34,8756433,96,
q8h4y5n3u7,Garlic,Paquete,Feedfish,cm3,pulvinar nulla,585;;;;;;;,;;67603,51899;,;32;,;68;,;38;,;;169,0087975;,;694;,;q8h4y5n3u7,Garlic,Paquete,Feedfish,cm3,pulvinar nulla,585,67603,51899,32,68,38,169,0087975,694,
"l5j8e5i4p7,""Crab - Claws, 26 - 30"",Paquete,Zazio,gr,eu massa,586";;;;;;;,;;63214,55383;,;35;,;76;,;16;,;;158,0363846;,;460;,;"l5j8e5i4p7,""Crab - Claws, 26 - 30"",Paquete,Zazio,gr,eu massa,586,63214,55383,35,76,16,158,0363846,460,"
t8s6g6l2b5,Cookie Dough - Oatmeal Rasin,Botella Vidrio,Divavu,cm3,sapien cum,587;;;;;;;,;;6762,617862;,;9;,;23;,;50;,;;16,90654465;,;463;,;t8s6g6l2b5,Cookie Dough - Oatmeal Rasin,Botella Vidrio,Divavu,cm3,sapien cum,587,6762,617862,9,23,50,16,90654465,463,
"y8o1e4b5g4,""Rum - Cream, Amarula"",Bolsa,Tambee,gr,blandit,588";;;;;;;,;;34093,70373;,;11;,;28;,;17;,;;85,23425932;,;333;,;"y8o1e4b5g4,""Rum - Cream, Amarula"",Bolsa,Tambee,gr,blandit,588,34093,70373,11,28,17,85,23425932,333,"
f3t5h3i6i7,Cream - 35%,Botella Vidrio,Linkbridge,cm3,sem,589;;;;;;;,;;65128,09763;,;40;,;85;,;50;,;;162,8202441;,;677;,;f3t5h3i6i7,Cream - 35%,Botella Vidrio,Linkbridge,cm3,sem,589,65128,09763,40,85,50,162,8202441,677,
n5v3s7s3q6,Oregano - Fresh,Tela,Leenti,cm3,varius nulla,590;;;;;;;,;;2511,465459;,;14;,;32;,;21;,;;6,278663647;,;403;,;n5v3s7s3q6,Oregano - Fresh,Tela,Leenti,cm3,varius nulla,590,2511,465459,14,32,21,6,278663647,403,
i2s3c1u1z6,Food Colouring - Green,Tela,Dynazzy,gr,consequat,591;;;;;;;,;;18882,50028;,;40;,;85;,;10;,;;47,20625071;,;118;,;i2s3c1u1z6,Food Colouring - Green,Tela,Dynazzy,gr,consequat,591,18882,50028,40,85,10,47,20625071,118,
x1h5i3w4w2,Paper - Brown Paper Mini Cups,Regalo,Oyondu,gr,non velit,592;;;;;;;,;;13099,30938;,;1;,;7;,;27;,;;32,74827346;,;345;,;x1h5i3w4w2,Paper - Brown Paper Mini Cups,Regalo,Oyondu,gr,non velit,592,13099,30938,1,7,27,32,74827346,345,
o5j9q4j4p0,Ecolab - Hobart Washarm End Cap,Tela,Thoughtworks,cm3,pharetra magna,593;;;;;;;,;;856,6978408;,;38;,;82;,;18;,;;2,141744602;,;896;,;o5j9q4j4p0,Ecolab - Hobart Washarm End Cap,Tela,Thoughtworks,cm3,pharetra magna,593,856,6978408,38,82,18,2,141744602,896,
q8g1f9s8e0,Venison - Liver,Botella Plastica,Jaxnation,gr,cursus urna,594;;;;;;;,;;75180,01486;,;21;,;47;,;38;,;;187,9500371;,;368;,;q8g1f9s8e0,Venison - Liver,Botella Plastica,Jaxnation,gr,cursus urna,594,75180,01486,21,47,38,187,9500371,368,
x8o0y8s9v2,Beef - Diced,Botella Vidrio,Shuffletag,gr,ante ipsum,595;;;;;;;,;;1929,30509;,;42;,;88;,;40;,;;4,823262726;,;554;,;x8o0y8s9v2,Beef - Diced,Botella Vidrio,Shuffletag,gr,ante ipsum,595,1929,30509,42,88,40,4,823262726,554,
e3z1c0m1w3,Artichoke - Fresh,Regalo,Jabberstorm,gr,elit,596;;;;;;;,;;40198,38773;,;20;,;45;,;45;,;;100,4959693;,;235;,;e3z1c0m1w3,Artichoke - Fresh,Regalo,Jabberstorm,gr,elit,596,40198,38773,20,45,45,100,4959693,235,
i1e6o2q6u0,Gelatine Leaves - Bulk,Ancheta,Skiba,cm3,suspendisse,597;;;;;;;,;;45315,13293;,;34;,;73;,;11;,;;113,2878323;,;118;,;i1e6o2q6u0,Gelatine Leaves - Bulk,Ancheta,Skiba,cm3,suspendisse,597,45315,13293,34,73,11,113,2878323,118,
m7f2f0q8j7,Tomatoes - Roma,Botella,Blogspan,gr,augue vestibulum,598;;;;;;;,;;14968,40804;,;44;,;92;,;13;,;;37,4210201;,;505;,;m7f2f0q8j7,Tomatoes - Roma,Botella,Blogspan,gr,augue vestibulum,598,14968,40804,44,92,13,37,4210201,505,
"b5f9z9v3y7,""Bread - Rolls, Rye"",Tela,Eimbee,cm3,faucibus,599";;;;;;;,;;23839,45096;,;13;,;31;,;41;,;;59,59862739;,;219;,;"b5f9z9v3y7,""Bread - Rolls, Rye"",Tela,Eimbee,cm3,faucibus,599,23839,45096,13,31,41,59,59862739,219,"
i7u4p9m1b3,Lettuce - Escarole,Caja,Cogibox,gr,felis fusce,600;;;;;;;,;;9941,273831;,;37;,;80;,;12;,;;24,85318458;,;219;,;i7u4p9m1b3,Lettuce - Escarole,Caja,Cogibox,gr,felis fusce,600,9941,273831,37,80,12,24,85318458,219,
"q9x8q4u7n1,""Wine - Sherry Dry Sack, William"",Botella,Skinte,gr,non,601";;;;;;;,;;27197,70971;,;26;,;57;,;27;,;;67,99427428;,;51;,;"q9x8q4u7n1,""Wine - Sherry Dry Sack, William"",Botella,Skinte,gr,non,601,27197,70971,26,57,27,67,99427428,51,"
i6l1c0t5w7,Pork Loin Cutlets,Tela,Aimbu,cm3,ante,602;;;;;;;,;;16457,95113;,;20;,;45;,;5;,;;41,14487782;,;82;,;i6l1c0t5w7,Pork Loin Cutlets,Tela,Aimbu,cm3,ante,602,16457,95113,20,45,5,41,14487782,82,
k8v9y4d8o1,Bay Leaf Ground,Canasta,Twimm,cm3,duis bibendum,603;;;;;;;,;;12135,77838;,;46;,;97;,;28;,;;30,33944595;,;506;,;k8v9y4d8o1,Bay Leaf Ground,Canasta,Twimm,cm3,duis bibendum,603,12135,77838,46,97,28,30,33944595,506,
"b9g5n0k9j3,""Garlic - Primerba, Paste"",Tela,Aimbo,cm3,orci,604";;;;;;;,;;8488,514124;,;4;,;13;,;36;,;;21,22128531;,;756;,;"b9g5n0k9j3,""Garlic - Primerba, Paste"",Tela,Aimbo,cm3,orci,604,8488,514124,4,13,36,21,22128531,756,"
g9v7f7b4v6,Plasticspoonblack,Tela,Aimbu,gr,platea,605;;;;;;;,;;3678,843206;,;8;,;20;,;28;,;;9,197108016;,;801;,;g9v7f7b4v6,Plasticspoonblack,Tela,Aimbu,gr,platea,605,3678,843206,8,20,28,9,197108016,801,
"k5e9z9u4v6,""Beer - Alexander Kieths, Pale Ale"",Paquete,Kimia,gr,in,606";;;;;;;,;;590,8831768;,;37;,;79;,;1;,;;1,477207942;,;707;,;"k5e9z9u4v6,""Beer - Alexander Kieths, Pale Ale"",Paquete,Kimia,gr,in,606,590,8831768,37,79,1,1,477207942,707,"
"o5w6x6e4s5,""Lamb - Leg, Boneless"",Paquete,Blogtag,cm3,sed nisl,607";;;;;;;,;;22136,06119;,;12;,;29;,;28;,;;55,34015297;,;731;,;"o5w6x6e4s5,""Lamb - Leg, Boneless"",Paquete,Blogtag,cm3,sed nisl,607,22136,06119,12,29,28,55,34015297,731,"
j6x7w9i4u3,Sauce Bbq Smokey,Botella Vidrio,Oodoo,cm3,odio,608;;;;;;;,;;3582,18298;,;36;,;78;,;23;,;;8,95545745;,;730;,;j6x7w9i4u3,Sauce Bbq Smokey,Botella Vidrio,Oodoo,cm3,odio,608,3582,18298,36,78,23,8,95545745,730,
e2a2j3m2j9,Energy Drink - Franks Original,Caja,Yotz,cm3,quis turpis,609;;;;;;;,;;4283,191694;,;18;,;41;,;30;,;;10,70797924;,;351;,;e2a2j3m2j9,Energy Drink - Franks Original,Caja,Yotz,cm3,quis turpis,609,4283,191694,18,41,30,10,70797924,351,
"j6h9l9d6o0,""Plate - Foam, Bread And Butter"",Caja,Ntags,cm3,ac nibh,610";;;;;;;,;;48346,27631;,;32;,;69;,;18;,;;120,8656908;,;913;,;"j6h9l9d6o0,""Plate - Foam, Bread And Butter"",Caja,Ntags,cm3,ac nibh,610,48346,27631,32,69,18,120,8656908,913,"
"s4s0u7n1q3,""Capon - Breast, Wing On"",Botella Vidrio,Realcube,cm3,vel,611";;;;;;;,;;1450,311232;,;31;,;68;,;41;,;;3,625778081;,;564;,;"s4s0u7n1q3,""Capon - Breast, Wing On"",Botella Vidrio,Realcube,cm3,vel,611,1450,311232,31,68,41,3,625778081,564,"
g6v6i0o3n7,Melon - Cantaloupe,Canasta,Topdrive,gr,eleifend donec,612;;;;;;;,;;29400,45109;,;45;,;96;,;27;,;;73,50112773;,;879;,;g6v6i0o3n7,Melon - Cantaloupe,Canasta,Topdrive,gr,eleifend donec,612,29400,45109,45,96,27,73,50112773,879,
g2j3g9w3e3,Wine - Clavet Saint Emilion,Bolsa,Browseblab,gr,sit amet,613;;;;;;;,;;55394,72241;,;39;,;82;,;5;,;;138,486806;,;440;,;g2j3g9w3e3,Wine - Clavet Saint Emilion,Bolsa,Browseblab,gr,sit amet,613,55394,72241,39,82,5,138,486806,440,
e0e4h5p7x5,Godiva White Chocolate,Paquete,Pixope,gr,viverra,614;;;;;;;,;;20430,67771;,;9;,;22;,;9;,;;51,07669428;,;445;,;e0e4h5p7x5,Godiva White Chocolate,Paquete,Pixope,gr,viverra,614,20430,67771,9,22,9,51,07669428,445,
"y2p1s0o7q5,""Stock - Beef, Brown"",Caja,Fatz,gr,duis aliquam,615";;;;;;;,;;69150,83128;,;12;,;28;,;22;,;;172,8770782;,;252;,;"y2p1s0o7q5,""Stock - Beef, Brown"",Caja,Fatz,gr,duis aliquam,615,69150,83128,12,28,22,172,8770782,252,"
k8r8d2e8q8,Vol Au Vents,Tela,Layo,cm3,sed,616;;;;;;;,;;80650,98812;,;47;,;99;,;37;,;;201,6274703;,;838;,;k8r8d2e8q8,Vol Au Vents,Tela,Layo,cm3,sed,616,80650,98812,47,99,37,201,6274703,838,
t2w9j8n4a3,Jolt Cola,Ancheta,Buzzbean,gr,penatibus et,617;;;;;;;,;;6360,708269;,;11;,;27;,;17;,;;15,90177067;,;49;,;t2w9j8n4a3,Jolt Cola,Ancheta,Buzzbean,gr,penatibus et,617,6360,708269,11,27,17,15,90177067,49,
d8a8r2r3e0,Rice - Jasmine Sented,Canasta,Yozio,gr,rhoncus,618;;;;;;;,;;27388,83196;,;25;,;56;,;20;,;;68,47207989;,;198;,;d8a8r2r3e0,Rice - Jasmine Sented,Canasta,Yozio,gr,rhoncus,618,27388,83196,25,56,20,68,47207989,198,
"d7x5z3y0r3,""Chocolate - Pistoles, Lactee, Milk"",Regalo,Buzzbean,gr,potenti,619";;;;;;;,;;21474,20047;,;11;,;28;,;35;,;;53,68550117;,;449;,;"d7x5z3y0r3,""Chocolate - Pistoles, Lactee, Milk"",Regalo,Buzzbean,gr,potenti,619,21474,20047,11,28,35,53,68550117,449,"
q9i9j4i6p2,Bread Base - Toscano,Paquete,Meembee,gr,tincidunt eget,620;;;;;;;,;;67021,77834;,;44;,;93;,;30;,;;167,5544459;,;668;,;q9i9j4i6p2,Bread Base - Toscano,Paquete,Meembee,gr,tincidunt eget,620,67021,77834,44,93,30,167,5544459,668,
j6h7s1p5n2,Ice Cream - Turtles Stick Bar,Botella,Demivee,gr,duis bibendum,621;;;;;;;,;;10229,53855;,;31;,;66;,;33;,;;25,57384637;,;179;,;j6h7s1p5n2,Ice Cream - Turtles Stick Bar,Botella,Demivee,gr,duis bibendum,621,10229,53855,31,66,33,25,57384637,179,
z7m7b6f6g4,Cheese - Comtomme,Botella Vidrio,Kare,gr,cubilia curae,622;;;;;;;,;;21835,51318;,;11;,;26;,;45;,;;54,58878294;,;806;,;z7m7b6f6g4,Cheese - Comtomme,Botella Vidrio,Kare,gr,cubilia curae,622,21835,51318,11,26,45,54,58878294,806,
g7d9w7c9f3,Arizona - Plum Green Tea,Botella Vidrio,Quimba,cm3,hac habitasse,623;;;;;;;,;;49411,10657;,;31;,;66;,;29;,;;123,5277664;,;59;,;g7d9w7c9f3,Arizona - Plum Green Tea,Botella Vidrio,Quimba,cm3,hac habitasse,623,49411,10657,31,66,29,123,5277664,59,
"b9u5i4f4b5,""Mushroom - Chanterelle, Dry"",Canasta,Quaxo,cm3,placerat,624";;;;;;;,;;10462,56201;,;39;,;84;,;24;,;;26,15640503;,;397;,;"b9u5i4f4b5,""Mushroom - Chanterelle, Dry"",Canasta,Quaxo,cm3,placerat,624,10462,56201,39,84,24,26,15640503,397,"
"t2t7r3u1c4,""Lamb - Shoulder, Boneless"",Canasta,Demivee,cm3,at,625";;;;;;;,;;45506,22629;,;21;,;46;,;16;,;;113,7655657;,;318;,;"t2t7r3u1c4,""Lamb - Shoulder, Boneless"",Canasta,Demivee,cm3,at,625,45506,22629,21,46,16,113,7655657,318,"
t1k6p4d8z1,Sauce - Marinara,Botella Vidrio,Eamia,gr,maecenas tristique,626;;;;;;;,;;7157,602989;,;32;,;69;,;2;,;;17,89400747;,;271;,;t1k6p4d8z1,Sauce - Marinara,Botella Vidrio,Eamia,gr,maecenas tristique,626,7157,602989,32,69,2,17,89400747,271,
g6v5r2w8j2,Chicken Giblets,Botella,Fivebridge,gr,eget elit,627;;;;;;;,;;11963,89652;,;22;,;49;,;22;,;;29,90974129;,;421;,;g6v5r2w8j2,Chicken Giblets,Botella,Fivebridge,gr,eget elit,627,11963,89652,22,49,22,29,90974129,421,
f6d4x5y8r2,Pork - Liver,Ancheta,Kazio,gr,nulla facilisi,628;;;;;;;,;;4569,493761;,;2;,;9;,;44;,;;11,4237344;,;739;,;f6d4x5y8r2,Pork - Liver,Ancheta,Kazio,gr,nulla facilisi,628,4569,493761,2,9,44,11,4237344,739,
j1e6w9o7y4,Pastry - Key Limepoppy Seed Tea,Caja,Kimia,cm3,libero ut,629;;;;;;;,;;55669,07798;,;19;,;43;,;39;,;;139,1726949;,;805;,;j1e6w9o7y4,Pastry - Key Limepoppy Seed Tea,Caja,Kimia,cm3,libero ut,629,55669,07798,19,43,39,139,1726949,805,
"m6x1u7u1t0,""Wine - Red, Metus Rose"",Botella Vidrio,Aibox,cm3,augue a,630";;;;;;;,;;453,5842057;,;27;,;58;,;2;,;;1,133960514;,;104;,;"m6x1u7u1t0,""Wine - Red, Metus Rose"",Botella Vidrio,Aibox,cm3,augue a,630,453,5842057,27,58,2,1,133960514,104,"
